뉴스ID,뉴스GUID,일자(UTC timestamp),뉴스제목,본문,SENTIMENT,주요코인,카테고리,작성자,추천수,비추천수,출처,뉴스URL,이미지URL
13242302,http://www.newsbtc.com/?p=50798,1508369345,"Parking MinexCoin, an Easy Route to Saving","While the crypto world is disturbed about ICO bans, regulatory actions, and other uncomfortable innovations, we decided to reсall the project which lets you wait out the storm. Latest crypto news around the world have already caused quite a stir, and most experts agree that things will undoubtedly be very interesting in the near future. … Continue reading Parking MinexCoin, an Easy Route to SavingThe post Parking MinexCoin, an Easy Route to Saving appeared first on NEWSBTC.",NEUTRAL,ICO,ICO | TOKEN SALE,,0,0,NewsBTC,http://www.newsbtc.com/2017/10/19/minexcoin-parking-gains-savings/,https://images.cryptocompare.com/news/newsbtc/e1oR66ix210.png
13368524,https://cointelegraph.com/news/bitcoin-ethereum-bitcoin-cash-ripple-litecoin-price-analysis-october-18,1508368789,"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Litecoin: Price Analysis, October 18",Don&apos;t miss the latest price overview and trading suggestions.,NEUTRAL,없음,BCH | ETH | LTC | MARKET | TRADING,,0,0,CoinTelegraph,https://cointelegraph.com/news/bitcoin-ethereum-bitcoin-cash-ripple-litecoin-price-analysis-october-18,https://images.cryptocompare.com/news/cointelegraph/88Q2h28EIOo.jpeg
13368525,https://cointelegraph.com/news/crowdholding-co-creating-companies-to-success,1508367875,Crowdholding: Co-Creating Companies to Success,"Does your startup have plans to open to the public in the future? As a consumer, are you interested in selling your knowledge for money? Crowdholding has got you covered!",POSITIVE,없음,ALTCOIN | ICO | TOKEN SALE,,0,0,CoinTelegraph,https://cointelegraph.com/news/crowdholding-co-creating-companies-to-success,https://images.cryptocompare.com/news/cointelegraph/c0w9$zogI0T.jpeg
13242303,http://www.newsbtc.com/?p=50796,1508365566,BANKEX Proof-of-Asset Protocol: Financial Market Evolution,"There are two Protocols that are widely used today: Proof-of-Work and Proof-of-Stake, - they are perfect for cryptocurrencies. However, with the growing demand in facilitating asset liquid and yet avoiding long and tiring procedures of traditional stock market compliance and regulations a new approach has paved its way BANKEX was proud to present their Proof … Continue reading BANKEX Proof-of-Asset Protocol: Financial Market EvolutionThe post BANKEX Proof-of-Asset Protocol: Financial Market Evolution appeared first on NEWSBTC.",POSITIVE,BTC,ALTCOIN | BLOCKCHAIN | BTC | BUSINESS | MARKET,,0,0,NewsBTC,http://www.newsbtc.com/2017/10/18/bankex-proof-asset-protocol-financial-market-evolution/,https://images.cryptocompare.com/news/newsbtc/a0000000000.png
13242304,http://www.newsbtc.com/?p=50793,1508364629,Technology Disruptor to Create Chatbot Marketplace on the Blockchain,"Moscow, Russia (October 18, 2007) - Launching its token sale this week, MiniApps.pro (http://miniapps.pro) aims to be the leading technology disruptor in development of world-wide chatbots. Miniapps.pro will be a chatbot marketplace that combines AI, Machine Learning, Blockchain, smart contracts and chatbot technologies. By implementing the blockchain into its already robust platform, the MiniApps.pro suite … Continue reading Technology Disruptor to Create Chatbot Marketplace on the BlockchainThe post Technology Disruptor to Create Chatbot Marketplace on the Blockchain appeared first on NEWSBTC.",POSITIVE,없음,BLOCKCHAIN | ICO | TECHNOLOGY | TOKEN SALE,,0,0,NewsBTC,http://www.newsbtc.com/2017/10/18/technology-disruptor-create-chatbot-marketplace-blockchain/,https://images.cryptocompare.com/news/newsbtc/8Ay8w800200.png
13242305,http://www.newsbtc.com/?p=50790,1508364150,Render Payment: Revolutionizing High-Risk Merchant Payment Processing,"Although the ubiquitous nature of credit and debit card usage throughout the world has revolutionized financial transactions, the glaring reality for many small business owners is that a select few payment processors who dominate the industry have a stranglehold on the flow of money. Many large merchant account providers will refuse to process transactions for high-risk businesses, … Continue reading Render Payment: Revolutionizing High-Risk Merchant Payment ProcessingThe post Render Payment: Revolutionizing High-Risk Merchant Payment Processing appeared first on NEWSBTC.",POSITIVE,없음,BUSINESS,,0,0,NewsBTC,http://www.newsbtc.com/2017/10/18/render-payment-revolutionizing-high-risk-merchant-payment-processing/,https://images.cryptocompare.com/news/newsbtc/8w000000000.png
13242306,http://www.newsbtc.com/?p=50788,1508363342,HostCoin ICO: WEB HOSTING BUILT ON THE BLOCKCHAIN,"Blockchain technology has the capabilities to change a variety of things in the world and can also be the backbone of a new internet. One place that blockchain technology has not had an impact on yet is web hosting. However, HostCoin is trying to change that and is well on their way to doing so. … Continue reading HostCoin ICO: WEB HOSTING BUILT ON THE BLOCKCHAINThe post HostCoin ICO: WEB HOSTING BUILT ON THE BLOCKCHAIN appeared first on NEWSBTC.",POSITIVE,ICO,ALTCOIN | BLOCKCHAIN | ICO | TECHNOLOGY | TOKEN SALE,,0,0,NewsBTC,http://www.newsbtc.com/2017/10/18/hostcoin-ico-blockchain-web-hosting/,https://images.cryptocompare.com/news/newsbtc/aF0E0200800.jpeg
42379975,0r6Zag11PPDEMKgUX8LXQ9,1508362801,Regional Regulators in North America Are 'Closely Watching' ICOs,"It's not just national-level securities regulators that are keeping a close eye on initial coin offerings (ICOs).  Late last month, the North American Securities Administrators Association (NASAA) – an organization composed of local, state and regionally based markets watchdogs in Canada, Mexico and the United States – published its Enforcement Report for 2017. While primarily an overview of the kinds of enforcement actions taken in the past year and the issues facing securities regulators, it notably contains a section on the blockchain use case.  After noting that NASAA members believe that trading around cryptocurrencies in general ""is likely to pose a significant risk to investors,"" it makes note of the growing interest in ICOs, which can be used to bootstrap and fund new blockchain networks but have also served as vehicles for alleged fraud in the past.  The report states:  ""Cryptocurrencies purport to store value in a distributed digital ledger, and are currently very popular as a means of raising capital for very early stage startups (usually referred to as an “Initial Coin Offering” or ICO). NASAA members are closely watching this emerging market.""  That statement came amid a growing number of pronouncements from securities regulators worldwide, a trend that gathered steam after the US Securities and Exchange Commission (SEC) declared that, in some cases, cryptographic tokens distributed through an ICO may be considered securities under federal law.  Some regulators have taken a more restrictive approach, including those in China and South Korea. In the case of China, market watchdogs declared that the ICO funding model is an illegal form of financing, triggering a wave of platform closures and refunds for projects that were in the middle of soliciting funds.  Image via Shutterstock",NEUTRAL,없음,ASIA | BLOCKCHAIN | MARKET | REGULATION | TOKEN SALE,Stan Higgins,0,0,CoinDesk,https://coindesk.com/markets/2017/10/18/regional-regulators-in-north-america-are-closely-watching-icos,https://cdn.sanity.io/images/s3y3vcno/production/899a8920f3f0f1f3353b6bd2daf061f92c1ed978-1500x994.jpg?w=300&h=300&fit=crop
13368526,https://cointelegraph.com/news/bitcoin-exchange-localbitcoins-posts-fourfold-trading-volume-increase-in-venezuela,1508361238,Bitcoin Exchange LocalBitcoins Posts Fourfold Trading Volume Increase in Venezuela,"Venezuelans turn to decentralized peer-to-peer exchange LocalBitcoins to purchase Bitcoin in the midst of government crackdown, hyperinflation.",POSITIVE,없음,BTC | EXCHANGE | TRADING | ZEC,,0,0,CoinTelegraph,https://cointelegraph.com/news/bitcoin-exchange-localbitcoins-posts-fourfold-trading-volume-increase-in-venezuela,https://images.cryptocompare.com/news/cointelegraph/9CA8c2w3F08.jpeg
13242307,http://www.newsbtc.com/?p=50767,1508359900,MMORPG Lordmancer II Starts Crowdsale Campaign,"17 October 2017 - Lordmancer II, MMORPG for mobile devices with cryptocurrency-based economy announces the start of a token sale campaign at 07 November 2017. Through the whole crowdsale campaign project team aims to sell the maximum of 13,000,000 project tokens for the price $0.1 - $0.125 depending on the date and sum of purchase. … Continue reading MMORPG Lordmancer II Starts Crowdsale CampaignThe post MMORPG Lordmancer II Starts Crowdsale Campaign appeared first on NEWSBTC.",POSITIVE,없음,ICO | TRADING | TOKEN SALE,,0,0,NewsBTC,http://www.newsbtc.com/2017/10/18/mmorpg-lordmancer-crowdsale/,https://images.cryptocompare.com/news/newsbtc/db9bT5FPcBz.jpeg
13242308,http://www.newsbtc.com/?p=50784,1508359447,"Nest Coin, a New Entrant to the Crypto World","Today is the day, the crypto world is going to explode with excitement as the industry&apos;s future unveils in the form of Nest Coin. The latest cryptocurrency focuses mainly on two things — raising the market capitalization and providing an easy and simple solution that can be readily adopted by people for regular transactions. The Nest … Continue reading Nest Coin, a New Entrant to the Crypto WorldThe post Nest Coin, a New Entrant to the Crypto World appeared first on NEWSBTC.",POSITIVE,없음,MARKET,,0,0,NewsBTC,http://www.newsbtc.com/2017/10/18/nest-coin-new-entrant-crypto-world/,https://images.cryptocompare.com/news/newsbtc/cXcjYOeP8g0.png
13456994,http://bitcoinist.com/?p=50389,1508356851,Is Confideal About to Become the ICO Investor’s New Best Friend?,"As the first &apos;no coding needed&apos; smart contract management platform, Confideal has a broad range of business applications, which we have touched on previously. As their November 2 ICO approaches, we explore Pre-ICO and ICO investing as a use-case scenario. [Note: This is a sponsored article.] Since 2014, nearly $2.6 billion USD has been raised to fund projects through Initial Coin Offerings (ICOs). Even more impressive than that is that over $2 billion of thatRead MoreThe post Is Confideal About to Become the ICO Investor&apos;s New Best Friend? appeared first on Bitcoinist.com.",POSITIVE,ICO,BUSINESS | ICO | SPONSORED | TOKEN SALE,,0,0,Bitcoinist,https://bitcoinist.com/confideal-become-ico-investors-new-best-friend/,https://images.cryptocompare.com/news/bitcoinist/86Rp0w2A184.jpeg
42379976,0r6Zag11PPDEMKgUX8LXOt,1508354147,Bank of Canada Announces Phase 3 of 'Project Jasper' DLT Trial,"Canada's central bank is embarking on the next phase of its ongoing ""Project Jasper"" distributed ledger research initiative.  In addition to the Bank of Canada, Payments Canada – which operates the primary payment channels within the country – and exchange operator TMX are also taking part. An as-yet-undecided ""vendor"" will contribute, and the selection process is already under way, according to statements.  Project Jasper has been framed by Bank of Canada as a way to explore various uses of distributed ledger tech, and to date has focused primary on settling payments. The new phase will focus on the creation of an ""integrated securities and payment platform."" The proof-of-concept will focus on both the clearing and settlement of securities transactions.  Carolyn Wilkins, senior deputy governor of the Canadian central bank, said of the new phase:  ""Our involvement in this effort to explore potential ways to modernize the securities settlement process is a good example of how the Bank of Canada promotes the efficiency and stability of the financial system. A better settlement process would not only reduce the cost of securities transactions, but also support financial system resiliency, especially in periods of stress, through faster settlement times and reduced settlement risk.""  It was in June 2016 that officials at the central bank debuted the so-called ""CAD-coin,"" and late last month, those involved with the initiative released a white paper detailing the work done thus far.  Image via Shutterstock",POSITIVE,없음,EXCHANGE | FIAT | WALLET | RESEARCH,Stan Higgins,0,0,CoinDesk,https://coindesk.com/markets/2017/10/18/bank-of-canada-announces-phase-3-of-project-jasper-dlt-trial,https://cdn.sanity.io/images/s3y3vcno/production/879e3855a5e36f8b933ccb6d4305774db29e5ed5-1500x1001.jpg?w=300&h=300&fit=crop
13368527,https://cointelegraph.com/news/esports-entrepreneurs-powered-by-blockchain,1508352277,ESports Entrepreneurs Powered by Blockchain,Who will be the first Blockchain project to tap into the $50 billion gaming assets market?,NEUTRAL,없음,BLOCKCHAIN | ICO | MARKET,,0,0,CoinTelegraph,https://cointelegraph.com/news/esports-entrepreneurs-powered-by-blockchain,https://images.cryptocompare.com/news/cointelegraph/9g$3e6qDcpx.jpeg
