뉴스ID,뉴스GUID,일자(UTC timestamp),뉴스제목,본문,SENTIMENT,주요코인,카테고리,작성자,추천수,비추천수,출처,뉴스URL,이미지URL
13443377,https://bitcoinist.com/?p=167516,1640649597,Crypto Regulations Newsletter: Where It’s Safe & Tax Friendly,"The crypto industry needs worldwide regulatory clarity. However, many regulators haven&apos;t been clear about a future framework, and the global view on digital assets is scattered. Taxes could become a nightmare to investors because of the many grey areas, but this depends on the law&apos;s considerations from each country and some have made it easier. ...",NEUTRAL,없음,BUSINESS | REGULATION,,0,0,Bitcoinist,https://bitcoinist.com/crypto-regulations-newsletter-whos-safe-friendly/,https://images.cryptocompare.com/news/default/bitcoinist.png
13402828,https://cryptopotato.com/?p=160198,1640649313,Winter is Coming: Iran Temporary Halts Local Bitcoin Mining to Prevent Electricity Blackouts,"Similar to their previous ban, the Iranian authorities ordered local crypto miners to cease their endeavors during the winter months.",NEGATIVE,없음,BTC | MINING,,0,0,Crypto Potato,https://cryptopotato.com/winter-is-coming-iran-temporary-halts-local-bitcoin-mining-to-prevent-electricity-blackouts/,https://images.cryptocompare.com/news/default/cryptopotato.png
13268033,https://ambcrypto.com/?p=209456,1640647848,"With MATIC in price discovery, will Layer 1 tokens lead the race in 2022","The last quarter of the year 2021 has overall, been relatively bullish. With coins like Solana, Terra (LUNA), and MATIC presenting independently driven price actions, the rise of layer-1 protocols has been remarkable. In fact, at the time of writing, with the larger market looking good, MATIC making new ATHs was further fueling the narrative. ...",POSITIVE,LUNA | MATIC,ALTCOIN | LUNA | MATIC | SOL | TRADING,,0,0,AMB Crypto,https://ambcrypto.com/with-matic-in-price-discovery-will-layer-1-tokens-lead-the-race-in-2022/,https://images.cryptocompare.com/news/default/ambcrypto.png
42389917,89WXKWUN1T5QFoffyf6kmK,1640647800,First Mover Asia: Bitcoin Continues Its Low-Volume Rally Before Tapering Off,"(Edited by James Rubin)  Good morning. Here’s what’s happening:  Market moves: Bitcoin broke $52,000 briefly, while its supply outside of exchanges reached record highs.  Technician’s take (Editor’s note): Technician’s Take is taking a holiday hiatus. In its place, First Mover Asia is publishing a column by CoinDesk Chief Content Officer Michael Casey.  Catch the latest episodes of CoinDesk TV for insightful interviews with crypto industry leaders and analysis.  Prices  Bitcoin (BTC): $50,866 +.09%  Ether (ETH): $4,043 -0.8%  Markets  S&P 500: $4,791 +1.38%  DJIA: $36,302 +0.9%  Nasdaq: $15,871 +1.39%  Gold: $1,811 +0.2%  Market moves  Bitcoin, the oldest cryptocurrency, remained at the $51,000 level after it briefly broke above $52,000 during U.S. trading hours on Monday. At the time of publication, bitcoin was hovering just below $51,000. Ether was down slightly just above the $4,000 mark.  But trading activities were mostly muted, as the trading volume of the No. 1 cryptocurrency by market capitalization across major centralized exchanges was only slightly higher than it was on Sunday. Bitcoin’s low-volume rally came as stocks in the U.S. also rose in a week that’s traditionally marked by light but bullish trading.  Meanwhile, as the market enters the end of the year, the so-called sovereign supply of bitcoin – total coins held outside of exchange reserves – reached an all-time high, according to blockchain data firm Glassnode.  The growth of bitcoin’s sovereign supply came as its long-term holders saw their ownership stake increase by 4.8% to reach 74.8% of all sovereign supply over the past year, Glassnode noted in its Dec. 27 newsletter. Short-term holders’ bitcoin ownership dropped from 28% this past January to 25.2% now.  “Such on-chain behavior is more typically observed during bitcoin bear markets, which in hindsight are effectively lengthy periods of coin redistribution from weaker hands, to those with stronger, and longer-term conviction,” Glassnode wrote.  Column  5 Ways Money Was Reimagined in 2021:Michael Casey looks back at a tumultuous year for money. (By CoinDesk Chief Content Officer Michael Casey)  It was the year of crypto!  For this, the first of two holiday editions of this Money Reimagined column, we frame this remarkable year in terms of how, in different ways, money was reimagined in 2021. We look at five themes, with links to past newsletters and podcasts.  You’re reading Money Reimagined, a weekly look at the technological, economic and social events and trends that are redefining our relationship with money and transforming the global financial system. Subscribe to get the full newsletter here.  In 2021, money became…  A meme  Whether it was the mania for dogecoin, the surge of interest in non-fungible tokens or the capacity for Wall Street Bets to set the price of “meme stocks” like GameStop, we witnessed a strange merging of finance and popular culture. As incredulous as people were in both traditional financial and Bitcoin circles, we at Money Reimagined felt somewhat vindicated. The trend underscored a theme we’ve explored in both the newsletter and the podcast: that monetary systems require a shared belief in their common value. This era of reimagined money is bound to see the deployment of art, iconography, stories and other cultural products to bolster the sense of belonging and belief among communities that form around these new systems.  A politicized idea  For the past century, no one really questioned the nature and structure of our systems of money. Money was issued by governments and it was run by banks. End of story. With the emergence of Bitcoin, there was suddenly a new way to think about things. But for most of its existence, the political class felt it could simply ignore it.  In 2021, that blissful ignorance suddenly became impossible. We first saw this with the debate over the infrastructure bill, most importantly in the U.S. Senate, when the impositions of a contentious tax reporting provision for cryptocurrency sales had the ironic effect of demonstrating that crypto had arrived in Washington. The fact that legislators wanted to tax crypto was a sign that it was recognized as a long-term prospect, a reliable source of tax revenue. Just as importantly, the crypto lobby, though ultimately unsuccessful in its bid to force changes to those more draconian parts of the provision, showed its clout on Capitol Hill has grown significantly. It forged a large, bipartisan coalition of lawmakers to support its preferred amendments and showed it will be a force.  Around the same time, the conversation around stablecoins as alternatives to central bank digital currencies started taking on greater appreciation in Washington. Randal Quarles, who was vice chairman of the Federal Reserve until he resigned from the post in November, even argued that stablecoins could bolster U.S. power overseas by tapping into private sector innovation that central banks inherently won’t have access to. That set the stage for an intense debate on stablecoins through the summer and fall, particularly around whether issuers of stable tokens such as USDC and PAX should be required to get banking licenses.  Finally, in December, a crypto hearing in the House of Representatives revealed something that none of us would have predicted a year ago: some very well-informed questions from lawmakers. It seems that many in Congress have finally done their crypto homework. We had Nik De, CoinDesk’s managing editor for global policy and regulation, on the podcast to discuss it.  A matter of geopolitical importance  Even if it took federal politicians some time to wake up to the political ramifications of cryptocurrencies and of the central bank-led alternatives they helped spawn, China’s rapid development of the latter had caught the attention of academics and think tanks. They recognized that Beijing’s deployment of its Digital Currency Electronic Payments (DCEP) system, which went in for heavy testing in 2021, has the potential to disrupt U.S. dominance of the global financial system.  What few saw coming was that China would also forfeit a dominance of bitcoin mining that it had for many years by launching a crackdown against such operations around the country. That led to a massive drop in the Bitcoin network’s capacity, as about half of the global hashrate, or computing power, shut down. But that hash power soon moved elsewhere, and especially to the U.S. By October, the U.S. had become the biggest mining location in the world. Already people are talking about what this increased role for the U.S. in a decentralized currency means for the U.S. as China pushes its centralized monetary solution on the world.  A speculative force for social innovation  In 2020, the speculative fervor around decentralized finance fueled such a powerful flywheel of investment capital and innovation that it helped frame our look back on the 12 months that preceded the one-year anniversary of the “Money Reimagined” podcast this past October. In 2021, the phenomenon was taken to a new level as speculation around non-fungible tokens fueled a flurry of ideas around the future of media, art and collectibles, which in turn kept attracting more and more money into the space. It all felt very much like a bubble, but it was also clear that speculation in this case was a feature, not a bug, a powerful driver of change – even if we don’t yet know where that change is ultimately taking us.  A dinner party conversation  Perhaps the biggest theme of 2021 was simply how mainstream crypto had become in terms of public awareness. With the NFT zeitgeist, soaring token prices, the fact that Washington was more interested to learn about it and the ideas that swirled around bitcoin being a bet against a failing monetary system, crypto was suddenly everywhere. Everyone wanted to understand it. Meanwhile, plenty of people who did understand it, as well as many who didn’t, formed strong views on crypto’s pros and cons. So, be warned as you sit down for a holiday dinner with family, you may be asked to explain yourself.  Happy holidays!  Important events  8 a.m. HKT/SGT (12 a.m. UTC): Spain retail sales (Nov. YoY)  1:55 HKT/SGT (5:55 a.m. UTC): U.S. Redbook index (Oct. YoY)  2 p.m. HKT/SGT (6 a.m. UTC) U.S. Housing price index (Oct. MoM)  CoinDesk TV  In case you missed it, here are the most recent episodes of “First Mover” on CoinDesk TV:  Grayscale’s 2022 Outlook, A Shift in Bitcoin Demographics, End-of-Year Taxes  “First Mover” dove into crypto markets and end-of-year taxes. Joining the show to discuss are Rayhaneh Sharif-Askary, head of investor relations at Grayscale, and Mark Steber, chief tax information officer at tax firm Jackson Hewitt. Plus, “First Mover” looked at shifting bitcoin demographics and their implications for crypto markets in 2022. Grayscale is owned by Digital Currency Group, which is also CoinDesk’s parent company.  Latest headlines  Indian Ruling Party-Aligned Group Takes Stance on Crypto Regulation:The group is unlikely to have much influence on government policy, analysts said.  Cardano Founder Charles Hoskinson Lays Out 2022 Plans: Hoskinson said the creation of a formal open-source project structure for Cardano is on the cards, among other developments.  Binance Gains Bahrain Approval to Become Crypto Asset Service Provider, Registers in Canada: Bahrain’s “in principle” approval still requires the crypto exchange to complete the application process for a license from the central bank.  Decentraland, Luxury Marketplace UNXD to Host Metaverse Fashion Week: Decentraland and UNXD are calling on fashionistas to have their virtual collections ready to show in the metaverse.  Longer reads  10 2022 Predictions From PwC’s Henri Arslanian: El Salvador. The metaverse. Web 3 catalysts. Ethereum’s future.  Today’s crypto explainer: What Is a Decentralized Application?  Other voices: Who Goes Crypto? (Mother Jones)  Said and heard  “Decentralized application (dapp) ecosystems in alternative smart contract blockchains, such as Solana and Binance Smart Chain, will continue to grow as bridges increase cross-chain access to liquidity and developer platforms make it easier to launch dapps on other chains.” (Pantera Capital Partner Paul Veradittakit for CoinDesk) ...”Many large private banks disregarded bitcoin as not a serious asset (not having crypto-related products to sell probably did not help!). But we should expect most to do a 180 and introduce crypto offerings in 2022.”(PwC Crypto Leader Henri Arslanian for CoinDesk) ... ”When you make vaccination a requirement, that’s another incentive to get more people vaccinated. If you want to do that with domestic flights, I think that’s something that seriously should be considered. (Dr. Anthony Fauci as quoted by the New York Times) ... ”THE SPEED of the economic bounce-back from the enormous recession of 2020 has taken many forecasters by surprise. Output across the 38 mostly rich OECD countries combined probably surpassed its pre-crisis level a few months ago. The average unemployment rate across the club, at 5.7%, is in line with the post-war average.” (The Economist)...”So much of AI is about compressing reality to a small vector space, like a video game in reverse.” (Tesla founder Elon Musk)",NEUTRAL,BTC,ASIA | BTC | MARKET | REGULATION | TRADING,Muyao Shen,0,0,CoinDesk,https://coindesk.com/markets/2021/12/27/first-mover-asia-bitcoin-continues-its-low-volume-rally-before-tapering-off,https://cdn.sanity.io/images/s3y3vcno/production/2f92a0fd2008a255c59d8b319d959700c23d6815-612x490.jpg?w=300&h=300&fit=crop
13256251,https://dailyhodl.com/?p=181700,1640646344,"Here’s a Reasonable Expectation for Polkadot (DOT) in 2022, According to Crypto Analyst Benjamin Cowen","Popular crypto analyst Benjamin Cowen is identifying some realistic expectations for interoperable blockchain Polkadot (DOT) as 2022 comes into view. In a new strategy session, Cowen looks at Polkadot in its Ethereum pair (DOT/ETH) to gauge its strength as an altcoin. According to Cowen, DOT at least goes up and down against Ethereum as opposed ...The post Here&apos;s a Reasonable Expectation for Polkadot (DOT) in 2022, According to Crypto Analyst Benjamin Cowen appeared first on The Daily Hodl.",POSITIVE,DOT | ETH,ALTCOIN | BLOCKCHAIN | DOT | ETH | TRADING,,0,0,The Daily Hodl,https://dailyhodl.com/2021/12/27/heres-a-reasonable-expectation-for-polkadot-dot-in-2022-according-to-crypto-analyst-benjamin-cowen/,https://images.cryptocompare.com/news/default/dailyhodl.png
13256252,https://dailyhodl.com/?p=181807,1640646118,"Altcoin Supercycle Has Arrived, According to Analyst Nicholas Merten – Here Are 4 Crypto Assets To Watch","A popular crypto analyst says that a supercycle for altcoins is here and he&apos;s eyeing four crypto assets that could potentially rip higher for major gains. In a new strategy session, Nicholas Merten tells his 489,000 YouTube subscribers that while king crypto Bitcoin (BTC) may seem a bit stagnant, enthusiasm for altcoin projects is likely ...The post Altcoin Supercycle Has Arrived, According to Analyst Nicholas Merten - Here Are 4 Crypto Assets To Watch appeared first on The Daily Hodl.",POSITIVE,BTC,ALTCOIN | BTC | UNI | YFI,,0,0,The Daily Hodl,https://dailyhodl.com/2021/12/27/altcoin-supercycle-has-arrived-according-to-analyst-nicholas-merten-here-are-4-crypto-assets-to-watch/,https://images.cryptocompare.com/news/default/dailyhodl.png
13221554,https://www.newsbtc.com/?p=479853,1640646026,Here’s What’s In Store For Cardano In 2022,"Cardano has no doubt had an interesting year in 2021. Its native token, ADA, had grown from less than 30 cents to its record high above $3. It was a remarkable year filled with firsts for the project, the most notable being the launch of smart contract capability on the network. As the year 2021 draws to a close, investors are beginning to look towards the new year and what might be in stock for these digital assets. To this end, founder Charles Hoskinson once again took to his YouTube channel, where he explained to 300,000 subscribers in a live video, what they should expect in the coming year. Related Reading | By The Numbers: How Ethereum 2.0 One-Year Stats Stack Up DeFi On Cardano The deployment of decentralized finance (DeFi) on the Cardano blockchain has been a long-awaited event for both the network and its supporters. With smart contracts capability launched in September, expectations have grown even more as investors anticipate the launch of the first DeFi protocols. Developers continue to work hard towards this goal. Hoskison took time to address this important part of the Cardano network as he explained his plan to bring affordable loans to the network through DeFi. He outlines this goal as something he is working towards so that by the second half of 2022, there can be working protocols on the network where people are able to perform end-to-end Microfinance transactions on the blockchain. &apos;My goal for the seco...",POSITIVE,ADA,ADA | BLOCKCHAIN | BUSINESS | ETH | ICO,,0,0,NewsBTC,https://www.newsbtc.com/news/cardano/heres-whats-in-store-for-cardano-in-2022/,https://images.cryptocompare.com/news/default/newsbtc.png
13443378,https://bitcoinist.com/?p=167476,1640646014,Meme Coin Shiba Inu Beats Out Bitcoin To Emerge Most Viewed Cryptos Of 2021,"The year 2021 has been a tremendous growth year for cryptos in general, but none other has enjoyed more growth than meme coin Shiba Inu. The dog-themed crypto had grown out of obscurity to become one of the biggest cryptocurrencies by market cap for the year. This is also marked by the significant growth of ...",POSITIVE,없음,ADA | ALTCOIN | BTC | DOGE | SHIB,,0,0,Bitcoinist,https://bitcoinist.com/shiba-inu-is-most-viewed-crypto-of-2021/,https://images.cryptocompare.com/news/default/bitcoinist.png
13336364,https://cointelegraph.com/news/crypto-exchange-kraken-s-new-nft-marketplace-to-issue-loans,1640645794,Crypto exchange Kraken’s new NFT marketplace to issue loans,Jesse Powell said the exchange will expand into a marketplace for nonfungible tokens and NFT-backed loans beginning in 2022.,POSITIVE,없음,EXCHANGE | ICO,,0,0,CoinTelegraph,https://cointelegraph.com/news/crypto-exchange-kraken-s-new-nft-marketplace-to-issue-loans,https://images.cryptocompare.com/news/default/cointelegraph.png
13243231,https://nulltx.com/?p=102925,1640645215,Top 3 Things To Look Out for When Analyzing New Crypto Metaverse Coins,"With the amount of new crypto Metaverse coins releasing every day, it might be hard to figure out which crypto project is the real deal and which ones are pump and dumps. After looking at hundreds of crypto projects of the years, we decided to list the top three things to look out for in ...The post Top 3 Things To Look Out for When Analyzing New Crypto Metaverse Coins appeared first on NullTX.",NEUTRAL,없음,SPONSORED,,0,0,NullTx,https://nulltx.com/top-3-things-to-look-out-for-when-analyzing-new-crypto-metaverse-coins/,https://images.cryptocompare.com/news/default/nulltx.png
