뉴스ID,뉴스GUID,일자(UTC timestamp),뉴스제목,본문,SENTIMENT,주요코인,카테고리,작성자,추천수,비추천수,출처,뉴스URL,이미지URL
7863152,https://newsbtc.com/?p=517019,1674345599,Solana Keeps Positive Radiance But Bears Could Dampen The Mood At This Level,"In recent times, the Solana price has witnessed a considerable upward push, which made the coin breach important resistance levels. Over the last 24 hours, SOL has rallied close to 20%, and in a week’s time, the altcoin has appreciated close to 40%. As Bitcoin’s price has remained above $20,000, most altcoins have shown positive price momentum on their respective charts. If Bitcoin continues to climb higher, then short-term bullish momentum will prevail across the market. Related Reading: Polkadot Could Present Buying Opportunity As Bullish Outlook Continues The technical outlook of Solana has pointed towards the bulls, but the chart also reveals that as the coin has been overbought, SOL would eventually witness a price correction. Accumulation remains high on the chart as demand for the coin has been at a multi-month high. Solana could present its buyers with buying opportunities; the coin might retrace on its chart and then rise again. The market capitalization of Solana increased, which meant that there had been an increase in buying strength. Currently, Solana has been trading at a 90% discount to its all-time high, which was secured in 2021. Solana Price Analysis: One-Day Chart SOL was priced at $25 at the time of writing. Solana pierced through many resistance levels. The $25 price mark has acted as stiff resistance for the coin; it is imperative that SOL stay put above that region to avoid bullish momentum from fading. Overhead resistance for the coin stood at $31, but before the altcoin gets to that level, SOL is bound to trade south. Local support for the coin stood at $21. The support region that ranges between $21 and $18 will present traders with entry opportunities. The amount of Solana traded in the last session increased and was green, which meant that the coin depicted bullish momentum. Technical Analysis SOL continued to display overbought tendencies, the asset was overvalued. Despite a tiny correction in demand, accumulation for the coin shot past the overbought region again. The Relative Strength Index (RSI) was parked at the 70-mark, which was a sign that buyers exceeded sellers heavily on the daily chart. Similarly, the price of the asset was above the 20-Simple Moving Average (SMA) line, which meant that buyers were driving the price momentum in the market. Solana was also above the 50-SMA line (yellow), which is a sign of a bullish extension. On the flip side, SOL displayed a death cross where the 50-SMA crossed above the 20-SMA line, and that meant an incoming fall in price. Bulls were still around for Solana, but buy signals for the altcoin were declining in size. The Moving Average Convergence Divergence (MACD) depicts price momentum and reversals. The MACD displayed decreasing green histograms, which meant that buy signals were declining on the chart. Related Reading: This Metric Suggests Bitcoin Could Be In Danger Of Another Selloff The Bollinger bands, which indicate volatility, also drew apart, which meant that the coin would witness considerable price fluctuations over the next few trading sessions. Featured Image From UnSplash, Charts From TradingView.com",NEUTRAL,SOL,ALTCOIN | BTC | MARKET | SOL | TRADING,,0,0,NewsBTC,https://newsbtc.com/news/solana/solana-positive-but-bears-dampen-mood/,https://images.cryptocompare.com/news/default/newsbtc.png
7862864,https://newsbtc.com/?p=517030,1674344997,"Aptos (APT) Gains 55% In 24 Hours, Maintaining Its Bullish Form For The Year","The crypto market has been remarkably bullish since the turn of the new year. In the last three weeks, several assets have experienced price rallies, like Bitcoin, which gained over 37% to trade above $21,000 for the first time in two months. While that is an impressive feat, altcoins have been the real stars of the market, with many pulling off a stunning market performance. Aptos (APT), one of the trailblazing tokens of 2023, has just recorded a 54.73% gain in the last 24 hours based on data from CoinMarketCap. APT has been one of the best-performing coins in 2023, gaining by over 248% since the start of the year. Although it is a relatively new token, Its price growth in 2023 outshines that of many market giants, including Ethereum (ETH), Solana (SOL), Ripple (XRP) and, of course – Bitcoin (BTC). At the time of writing, Aptos (APT) is trading at a market price of $12.60. According to CoinMarketCap, the token’s daily trading volume has also gone up by 373.99%, attaining a value of $1.82 billion. APT trading $12.64 | Source: APTUSD Chart on Tradingview.com Related Reading: What Is SingularityNET And Why Is Its AGIX Token Exploding By 116%? What Is Behind APT’s Rise? Aptos was launched on October 22, 2023, making it one of the newest projects in the crypto space. On October 23, the APT token attained its ATH value of $10.25. However, APT began the new year trading at $3.43 due to the FTX crisis that occurred in November. That said, the dramatic rise in APT’s price so far can be attributed to many factors. One of which is growing support from various crypto projects. On January 6, PancakeSwap, the biggest DEX on the BNB Chain, announced its deployment on the Aptos blockchain following approval by its user community. The following week after this announcement, the price of APT surged by 97.6%, marking the beginning of APT’s price rally in 2023. During this period, Atomic Wallet, one of the top cold crypto wallets with over 3 million users, also announced they would be providing support for APT with immediate effect. Another contributing factor to APT’s impressive price rally is the constant buzz around the project due to its origins stemming from the now-defunct Meta Diem blockchain initiative. Moreover, Aptos is designed with many intriguing features, including its unique programming language – Move – that makes many investors consider it as a blockchain with massive potential to become a major competitor to Ethereum, Solana, and other established smart contract-compatible platforms. Related Reading: Polkadot Could Present Buying Opportunity As Bullish Outlook Continues What To Expect From Aptos In 2023 The Aptos blockchain is definitely one to look out for in 2023. According to the project’s roadmap, the major focus of the developer’s team will be the implementation of demand-driven gas costs in a bid to drastically reduce the current gas fees on the network. If successful, it is expected that such an upgrade could exert a positive effect on an APT token that is already soaring high in the clouds. However, it goes without saying that this is merely speculation and should not be relied upon in making investment decisions. Feature Image: Boxmining, Chart from Tradingview.com",POSITIVE,APT,BLOCKCHAIN | ICO | MARKET | TRADING | APT,,0,0,NewsBTC,https://newsbtc.com/aptos-apt/aptos-gains-54-in-24-hours/,https://images.cryptocompare.com/news/default/newsbtc.png
7862399,https://cryptopotato.com/?p=233813,1674344141,21Shares’ New ETP Provides Exposure to PoS Cryptocurrencies But No ETH,The Zug-based crypto firm is now eyeing to list the new product on Xetra Deutsche Boerse.,NEUTRAL,ETH,ETH,,0,0,Crypto Potato,https://cryptopotato.com/21shares-new-etp-provides-exposure-to-pos-cryptocurrencies-but-no-eth/,https://resources.cryptocompare.com/news/27/7862399.jpeg
7862274,https://ambcrypto.com/?p=285993,1674343815,Solana [SOL] closed Q4 2022 with a decline in key growth metrics,"Solana ended 2022 with a decline in some of its key growth metrics. So far this year, the chain has seen increased user activity. House to over 350 decentralized applications (dApps), a new report from Messari revealed that leading open-source blockchain Solana closed the 2022 trading year with a significant drop in its key growth",NEGATIVE,SOL,ALTCOIN | BLOCKCHAIN | SOL | SPONSORED | TRADING,,0,0,AMB Crypto,https://ambcrypto.com/solana-sol-closed-q4-2022-with-a-decline-in-key-growth-metrics/,https://images.cryptocompare.com/news/default/ambcrypto.png
7861599,https://dailyhodl.com/?p=232663,1674342316,Ethereum (ETH) Rival Launches New Ecosystem Fund Amid Bullish Price Action in Crypto Markets,"Fantom (FTM) has just launched a new on-chain ecosystem fund designed to provide capital for supporters looking to build on the Ethereum (ETH) rival’s blockchain. The layer-1 blockchain project is now operating the “Ecosystem Vault,” a new fund “aimed at empowering builders on Fantom by offering a decentralized avenue for funding projects, ideas and creations through The post Ethereum (ETH) Rival Launches New Ecosystem Fund Amid Bullish Price Action in Crypto Markets appeared first on The Daily Hodl .",POSITIVE,ETH | FTM,BLOCKCHAIN | ETH | FTM | MARKET | TRADING,,0,0,The Daily Hodl,https://dailyhodl.com/2023/01/21/ethereum-eth-rival-launches-new-ecosystem-fund-amid-bullish-price-action-in-crypto-markets/,https://images.cryptocompare.com/news/default/dailyhodl.png
7860616,https://ambcrypto.com/?p=286106,1674340255,Going long on Dogecoin [DOGE]? Here’s what you need to know,"Disclaimer: The information presented does not constitute financial, investment, trading, or other types of advice and is solely the writer’s opinion DOGE could aim at its December high in the next few weeks. Long-term holders of the memecoin saw gains. Like most altcoins, Dogecoin [DOGE] rallied in the new year. It rose from $0.06756 to",NEUTRAL,DOGE,ALTCOIN | DOGE | MARKET | TRADING,,0,0,AMB Crypto,https://ambcrypto.com/going-long-on-dogecoin-doge-heres-what-you-need-to-know-2/,https://images.cryptocompare.com/news/default/ambcrypto.png
7860703,https://news.bitcoin.com/?p=569933,1674340233,All Eyes on the Next Fed Meeting: Market Trajectories Hinge on Decision,"Equities, precious metals, and cryptocurrencies have been on a tear during the last three weeks of 2023, and all eyes are now focused on the next Federal Open Market Committee (FOMC) meeting, which is 11 days away. On Friday, Federal Reserve governor Christopher Waller said that he favors a quarter-point benchmark rate increase at the",NEUTRAL,없음,BTC | ETH | FIAT | MARKET,,0,0,Bitcoin.com,https://news.bitcoin.com/all-eyes-on-the-next-fed-meeting-market-trajectories-hinge-on-decision/,https://resources.cryptocompare.com/news/14/7860703.jpeg
7860437,https://www.cryptopolitan.com/?p=258785,1674339867,Crypto in Switzerland did not falter despite tough year,"According to data provided by the venture capital company CV VC, crypto-friendly Switzerland has not seen anything too dramatic as a result of the recent market drop. The ‘Top 50’ report found that whilst 183 blockchain enterprises in Switzerland closed their doors in 2022,190 new blockchain startups and offices were created by companies based in other … Crypto in Switzerland did not falter despite tough year Read More »",NEUTRAL,없음,BLOCKCHAIN | MARKET,,0,0,Cryptopolitan,https://www.cryptopolitan.com/crypto-in-switzerland-did-not-falter/,https://resources.cryptocompare.com/news/43/7860437.jpeg
7859826,https://cointelegraph.com/magazine/genesis-files-for-bankruptcy-ftx-explores-a-reboot-and-bitzlato-news-hodlers-digest-jan-15-21/,1674338215,"Genesis files for bankruptcy, FTX explores a reboot, and Bitzlato news: Hodler’s Digest, Jan. 15-21","FTX will be the subject of a U.S. Senate hearing, authorities take HashFlare founders into custody and New York finalizes its PoW ban.",NEUTRAL,없음,REGULATION,,0,0,CoinTelegraph,https://cointelegraph.com/magazine/genesis-files-for-bankruptcy-ftx-explores-a-reboot-and-bitzlato-news-hodlers-digest-jan-15-21/,https://resources.cryptocompare.com/news/16/7859826.jpeg
7858956,https://ambcrypto.com/?p=286127,1674336637,"Bitcoin hits four-month high as whales step in, but is there trouble incoming?","Addresses holding 1,000-10,000 BTC have been stepping up in the accumulation. BTC price hit over $22,000, the first time in four months. Several important indicators show that whales have played a significant role in Bitcoin’s [BTC] recent upswing. The king coin surpassed the $22,000 price point for the first time in four months. However, despite",NEUTRAL,BTC,BTC | TRADING,,0,0,AMB Crypto,https://ambcrypto.com/bitcoin-hits-four-month-high-as-whales-step-in-but-is-there-trouble-incoming/,https://images.cryptocompare.com/news/default/ambcrypto.png
