뉴스ID,뉴스GUID,일자(UTC timestamp),뉴스제목,본문,SENTIMENT,주요코인,카테고리,작성자,추천수,비추천수,출처,뉴스URL,이미지URL
13221540,https://www.newsbtc.com/?p=479986,1640735992,What DAOs Can Do: Social Movement Or Playground? Rethinking 2021 – Pt. I,"Will 2022 be the year of DAOs? 2021 was certainly a blazing start. The blockchain-related explosive and disruptive innovations seem to come from a shared ontological hunger: that deeper side of the human being that urges us to fill in the void that makes us so different from other animals species. Spoiler alert: the void cannot be filled. But trying -creating, innovating, going against the system, etc- to make something with it is what keeps us moving, conscious, and alive. The opposite is to become purposeless zombies that do exactly everything they&apos;re told to do. What You Should Know About DAOs So, Daos. Smart contracts, decentralization, collectively finding an alternative to the traditional structures: 3 big guys on top and thousands of workers who cannot be part of major decisions inside the environment they dedicate their lives to. Basically most corporations. 2021 was a blooming year for Web3, DeFi, the metaverse, NFTs, and DAOs. It has all started to go mainstream. It&apos;s getting big, it&apos;s everywhere. But there&apos;s so much happening so soon that the bigger picture of these innovations doesn&apos;t have a defined shape yet. Nevertheless, it&apos;s important to approach the urge that lays behind everything that&apos;s exploding around us, because it&apos;s likely about to become part of everyone&apos;s life. So what are DAOs? Decentralized Autonomous Organizations, right, but that didn&apos;t te...",POSITIVE,없음,BLOCKCHAIN,,0,0,NewsBTC,https://www.newsbtc.com/all/what-daos-can-do-social-movement-or-playground-rethinking-2021-pt-i/,https://images.cryptocompare.com/news/default/newsbtc.png
42375677,0r6Zag11PPDEMKgUWw9eLX,1640734746,First Mover Asia: Bitcoin Slumps to Below $48K Ahead of $6B Options Expiry,"(Edited by James Rubin and Greg Ahlstrand)  Good morning. Here’s what’s happening:  Market moves: Bitcoin slumps to below $48,000, as December’s options expiration nears  Technician’s take (Editor’s note): Technician’s Take is taking a hiatus for the holidays. In its place, First Mover Asia is publishing CoinDesk reporter Sanadali Handagama’s interview with European Parliament member Eva Kaili. The discussion covered MiCA, the current regulatory frenzy over stablecoins, Web 3 and, of course, Facebook’s diem.  Catch the latest episodes of CoinDesk TV for insightful interviews with crypto industry leaders and analysis.  Prices  Bitcoin (BTC): $47,701 -6.2%  Ether (ETH): $3,813 -5.7%  Markets  S&P 500: $4,786 -0.1%  DJIA: 36,398 +0.2%  Nasdaq: $15,781 -0.5%  Gold: $1,807 -0.2%  Market moves  Bitcoin, the oldest cryptocurrency, dropped by more than 6% to under $48,000 during the U.S. trading day on Tuesday, despite continued muted spot market activities.  While the spot trading volume of bitcoin remained mostly unchanged from a day ago, its price turbulence came as the market headed into monthly options expiration.  A total of 129,800 option contracts worth more than $6 billion are set to expire on Friday, according to data provided by Skew. As CoinDesk reported previously, data shows that bitcoin tends to move toward the “max pain” point in the lead-up to an expiration and sees a solid directional move in days after settlement.  This price move trend usually comes from spot market manipulations by option sellers (mostly institutional traders) to push the spot price closer to the strike price at which the highest number of open options contracts expire worthlessly. That creates maximum losses – so-called max pain – for option buyers. The max pain point for Friday’s option expiration is $48,000, according to Cayman Islands-based crypto financial services firm Blofin.  Q&A – Eva Kaili  The View From Brussels: How the EU Plans to Regulate Crypto: European Parliament member Eva Kaili says Facebook’s libra announcement in 2019 catalyzed lawmakers into action on digital assets. (By CoinDesk reporter Sandali Handagama)  The European Union (EU) wants to regulate the digital asset industry; there are a number of bloc-wide initiatives already underway. The most comprehensive is a 168-page “Markets in Crypto-Assets” (MiCA) that would create an EU-level licensing framework for crypto issuers and service providers.  But crypto regulations are only one part of a larger Web 3 governance strategy for the political and economic union of 27 nations.  This feature is part of CoinDesk’s “Policy Week,” a forum for discussing how regulators are reckoning with crypto (and vice versa).  According to Eva Kaili, a member of the European Parliament, the new proposals for digital assets, data and artificial intelligence (AI) were inspired by the General Data Protection Regulation (GDPR) of 2016, which sought to strengthen consumers’ control over how their data is used by companies that are allowed to operate in the EU.  For digital assets in particular, the catalyst was Facebook’s 2019 plans to create its own stablecoin, libra (now diem), a digital token backed by a basket of currencies and assets, Kaili said. She added that regulatory clarity for digital finance is key to fostering innovation and protecting citizens’ freedom and sovereignty from being exploited by Big Tech.  Kaili is a Greek politician, a member of the Progressive Alliance of Socialists and Democrats in the European Parliament; she was elected in 2014. Kaili has advocated for innovation-friendly regulations for distributed ledger technology (DLT) applications and decentralized finance (DeFi).  CoinDesk got a chance to speak to Kaili about her views on MiCA, the current regulatory frenzy over stablecoins, Web 3 and, of course, Facebook’s diem.  The following has been lightly edited for brevity and clarity.  CoinDesk: There are a number of regulatory initiatives in progress in the EU that will directly impact the crypto space in the coming years. Which are the most important, in your opinion?  Kaili: The upcoming regulatory initiatives are designed to provide legal certainty and to test these new technologies in collaboration with traditional players and stakeholders. It will hopefully be completed by the end of 2022.  The first framework is Markets in Crypto-Assets, or MiCA. It’s part of the EU’s digital finance strategy, and it tries to deal in a holistic manner with the crypto ecosystem to establish clear and new licensing requirements that are passport-able. And this means we were trying to pave the way [by] initiating a robust regulatory response, as we did with GDPR.  MiCA will allow firms to operate across the EU, and also set stronger consumer protection standards. It also sets out rules for digital asset issuance and public offerings, and has some specific requirements relating to stablecoins. It lays out additional requirements for the big, systemically important stablecoins, too. MiCA is going through its first readings [in the parliament], so it has some way to go. There have been no consultations between the EU parliament and council yet.  Then you have the pilot regime for market infrastructures based on DLT. I am a rapporteur [the person who gives reports] on that one. I would say it’s not only an ambitious project but also a much anticipated sandbox project. It’s quite unique for the EU because it’s aiming to test new business models deploying DLT in the EU financial infrastructure, and the provisions will translate into a huge testing environment that will operate in a uniform manner across the EU, just like what MiCA is trying to do for crypto assets. It would offer concrete testing outcomes, and then this would feed the future policymaking and regulatory adaptation. So when you are exiting the sandbox, you are participating in creating the regulatory framework to follow. It has gone through the EU Council and parliament first readings, and it seems to go through these negotiations quite smoothly.  CoinDesk: A lot of EU regulators are showing concern over stablecoins, and MiCA is considerably focused on regulating stablecoins in particular. Why is that?  Kaili: Back in 2019, the discussions around Facebook’s stablecoin, libra, now called diem, led us to accelerate legislative initiatives and to explore what could happen if we have global currencies coming from not just central banks but also from private players. Certain stablecoins could work on a global level, and have a global reach. They are what the EU calls significant e-money tokens. They are addressed by MiCA because they could indeed raise concerns regarding the EU monetary policy, stability and sovereignty. But this is not just an EU concern.  Since several countries are now exploring central bank digital currencies including China and Russia, I would say that global stablecoins can have unprecedented effects on all economies because of the connectedness of the financial system. And also consider that for the first time in more than a century, the U.S. dollar supremacy is being challenged. The rise of cryptocurrencies and stablecoins may be forcing us to rethink what a currency is, who regulates it and what it means if it’s not controlled by the national government.  Then, we have this political dimension that we have to take under consideration. Even if we don’t want to admit it, we have to have central bank digital currencies because it’s a matter of geopolitical dominance. It can also become a matter of monetary sovereignty, especially when you don’t have like-minded countries deploying similar platforms and marketplaces.  Read More: DeFi Is Like Nothing Regulators Have Seen Before. How Should They Tackle It? | David Z. Morris  We have to also consider the private players. I think we will very quickly see a digital euro – maybe we’re already late, but I believe if we had stablecoins from Facebook without a central bank digital currency, then the risk would be bigger. But I also think it’s going to be very interesting to consider the flip side. When you have Russia, China, U.S. and Europe launching their own digital currencies, what would that mean for the diem and other private stablecoins?  CoinDesk: Do you feel there’s anything missing in these frameworks, particularly with MiCA?  Kaili: One of the challenges we have is a lack of clear definitions to understand exactly what is not covered by the MiCA.  The problem that we see, and I believe it will have to be addressed by us in the future, is that the decentralized finance, or DeFi, business model does not fit into the MiCA framework as no single entity can be identified in DeFi projects and they do not fall under the definitions used in centralized finance.  There, we have an issue because decentralization has great benefits, but also some significant risks. Crypto adopters cannot turn to the authorities in case of fraud or cyberattacks or if they accidentally lose their funds. If decentralized systems don’t have a clear definition, then we have to definitely address it to give the industry that legal certainty. We also have to support the cryptocurrency exchanges to be able to provide this consumer protection, also for themselves not to face issues that would make it impossible to operate in Europe, and also to help them [learn] what transparency is for us and the governance standards that would protect consumer funds against these attacks and malfunctions within their responsibilities. So these are the main concerns around the MiCA framework.  CoinDesk: How does the EU’s approach to digital asset regulation compare to other jurisdictions around the world?  Kaili: First of all, the nature of the European Union is different. We have 27 different member states with different legal and tax systems that are not harmonized. So we are trying to adopt a unique approach to policymaking with MiCA. We are allowing room to test the technology, we are interacting with stakeholders, and we are trying to establish concrete proposals to create legal certainty, clarity, at least in this first big step that we are taking. When we talk about technology that is developed in a more, let’s say, free way, in the U.S. or Asia, I would say that a lack of standards or legal certainty has its own challenges. You see what’s happening with El Salvador with the government suddenly legalizing bitcoin. You see what happened with China, for example. China had the highest concentration of bitcoin miners and then suddenly changed [its] approach. Then the U.S. [Securities and Exchange Commission], which is reportedly investigating DeFi platforms and the parties behind them. It’s an unclear investigation.  I think the U.S. might be taking a slightly hostile approach. So we try to see what we don’t want to have in Europe. We are more careful. We don’t speed up too much.  We did have some problems initially. We started by trying to fit new things and innovations in old boxes, so we struggled a little. But now, we are trying to create hybrid boxes so we don’t expect innovation to fit our old boxes. We are creating new boxes and allowing them to keep evolving without feeling that it is a hostile environment. This is how I feel, but it also depends on the specific cases. I’m working a lot in the crypto space. So at least I can speak for the crypto space and say that our approach is innovation friendly, mainly.  CoinDesk: It seems as if the apprehension over Facebook’s libra has revealed some greater concerns about the influence of Big Tech in the EU. In the EU at least, as you said, regulating digital assets is not just about digital asset disruption in particular but part of a larger digital strategy concerning the internet, data and financial sovereignty. Is this a fair assessment?  Kaili: We understand that whoever owns or holds data now holds a lot of power and that you can generate great value from data, and this applies to the crypto space, too, as it generates transaction data. As part of the digital strategy, and parallel to MiCA, we are also working on the Digital Services Act, the Digital Markets Act and the Artificial Intelligence Act. For the first time, after several decades, we are using the internet to regulate the internet along with the access to data and the parties that are using this data. So I think that a well-regulated, data-driven financial sector also needs a well-regulated data economy. Data is now a commodity, but many consumers do not understand exactly how it is a commodity. For example, consumers can consent to sharing their data while they can’t control how that data is being used.  I think there is a risk that the greater sharing of data could lead also to customers with certain characteristics to be excluded from markets or from borrowing money. For example, if businesses have access to more data through open finance, this could lead to more personalized pricing of insurance policies, which is an absolute no-go in Europe. This increased individualizing of risk is likely to affect more vulnerable or low-income consumers. If you have predictive [artificial intelligence], for instance, it could lead to calculating credit scores, or insurance premiums for citizens to exclude them or to include them. This could violate our fundamental principles and rights. So we need to have some objectives when we design our strategy to protect fair pricing practices.  I would say there is a great need to have efficient data legislation, and we have to understand the process of how to extract the value of data for the public good and at the same time balance it with innovation. I’d say the data legislation file will arrive in January. This means we will make more data available to European companies, we will make sure that they will have to open up and share some data with startups and researchers, which is not the case at this point. We hope to achieve the portability harmonization of data across the EU, similar to what we’re trying to achieve in the crypto space. It’s the same principles for every sector that we have to also include in the financial sector.  CoinDesk: What you’re saying is it’s important to find a way to make sure that consumer data isn’t siloed by one or two big companies?  Kaili: I don’t believe we should not have big companies. I just believe we should understand their business models and make sure that we set certain rules when we open up to new players. We should have more competition. This will increase and improve the quality of the services. And this would ensure a level playing field for newcomers. But these big players, they’re not really located in the EU, at least, the significant ones that we all understand we’re talking about.  CoinDesk: But wouldn’t this potential carveout of Big Tech go against the EU objective of tech neutrality you mentioned earlier that gives citizens the freedom to decide which tech they want to use to serve them best?  Kaili: I would use the word “reciprocity.” To overcome this problem, you have to set your principles and standards. If a company follows those principles, it should be able to enter your market. If not, they shouldn’t.  This is addressed in the Artificial Intelligence Act that is under the EU parliament microscope. It lays out standards for bigger players, the more risky applications, even if they’re not based in the EU. It means that if you want to access this market, you have to respect the outcome of these principles Europe wants to protect. So if we consider that something they do is harmful, it could be completely banned. This usually applies to businesses that use facial recognition, health-care tech or weaponized AI. Whoever wants to enter the EU market, they have to follow the same rules, even if they come from other countries.  When we created GDPR, everybody thought it would fail. Now it seems like it was not just welcome, but it actually led the way for like-minded countries to improve the quality of services and make sure users feel protected and safe online, and ensuring people’s rights online. So I think we’re going to follow the same path. And we have a lot of work to do to strike a good balance to protect the well-being of citizens, and avoid becoming protectionist.  Important events  9:30 p.m. HGT/SGT (1:30 p.m. UTC): U.S. trade in goods, advance report (Nov.)  11 p.m. HGT/SGT (1 p.m. UTC): Pending home sales index (Nov.)  CoinDesk TV  In case you missed it, here are the most recent episodes of “First Mover” on CoinDesk TV:  Crypto Markets Analysis, Global Adoption, Crypto Regulation in Review  What’s going on in the crypto markets? “First Mover” discussed the near- and long-term bitcoin and altcoin outlook with guest Andriy Velykyy of Allbridge. Also, what does the new year hold for global crypto adoption, and does Ukraine have a future as a major crypto hub? Plus, “First Mover” covered the year in crypto policy and regulation: much discussed and much more to do in 2022.  Latest headlines  India’s Central Bank Recommends Basic Version of CBDC:The bank calls the currency a “convenient alternative” to cash.  Iran Banning Crypto Mining Until March 6 to Save Power: Report: It’s the second time this year Iran has taken such measures to reduce the strain on the country’s power grid.  OpenDAO’s SOS Token Hits $250M Market Cap Despite Unclear Goals, Security Risks:Airdrops can kickstart a community, but that doesn’t mean they have staying power.  Solana Wallet Phantom Nixes Auction for iOS Beta Invites After Community Erupts: Solanaland’s top crypto wallet abandoned its NFT auction hours before the pricey proceedings were set to begin.  Longer reads  Crypto Learns to Play the DC Influence Game: The infrastructure bill was the first shot in a long battle on Capitol Hill. But do lobbyists in Washington really understand crypto?  Today’s crypto explainer: How to Use Ethereum  Other voices: Crypto lobbying is going ballistic(The Economist)  Said and heard  “The crypto industry is late to the game. With the exception of a few well-established trade groups, and some firms that saw the importance of having a seat at the federal table before it became painfully obvious, crypto companies have largely avoided engagement with Washington.” (Rob Garver for CoinDesk’s Policy Week series) ... ”In the tech industry, 2021 was a year of profits and pivots. Thanks in part to the pandemic and the digitization of our lives, all of the big tech companies got bigger. Facebook changed its name to Meta, Jeff Bezos went to space, Jack Dorsey left Twitter and Silicon Valley fell harder for crypto.” (Kevin Roose writing in The New York Times)",NEGATIVE,BTC,ASIA | BTC | MARKET | REGULATION | TRADING,Muyao Shen,0,0,CoinDesk,https://coindesk.com/markets/2021/12/28/first-mover-asia-bitcoin-slumps-to-below-48k-ahead-of-6b-options-expiry,https://cdn.sanity.io/images/s3y3vcno/production/786b23f108963f9aafee38e8d87debdfdc0baa49-1440x1080.jpg?w=300&h=300&fit=crop
13493845,https://seekingalpha.com/article/4477141-ethereum-top-crypto-investment-narratives-2022?utm_source=cryptocompare.com&utm_medium=referral,1640734532,Ethereum: Top Crypto Investment Narratives For 2022,"NFTs, Ethereum scaling solutions, and crypto-gaming/metaverse environments are the most valuable cryptocurrency narratives going into 2022.It&apos;s likely that decentralized web 3 networks will replace FANG&apos;s control over the &apos;future of tech&apos; narrative.Holding Ethereum is the best way to benefit from the overlapping growth of each of these crypto sectors.",POSITIVE,없음,BLOCKCHAIN | ETH,,0,0,Seeking Alpha,https://seekingalpha.com/article/4477141-ethereum-top-crypto-investment-narratives-2022?utm_source=cryptocompare.com&utm_medium=referral,https://images.cryptocompare.com/news/default/seekingalpha.png
13268014,https://ambcrypto.com/?p=209531,1640734252,What is the likelihood of Cardano embarking on another bull run by 11 January,"Cardano was trading at $1.46 at the time of writing. Sellers had emerged in the $1.6 area and pushed the price down to $1.46. This was a strong support level, but the downtrend on higher time frames, was not yet over for Cardano. However, there were some encouraging signs. Going into 2022, a bullish Bitcoin ...",NEUTRAL,없음,ADA | ALTCOIN | MARKET | SPONSORED | TRADING,,0,0,AMB Crypto,https://ambcrypto.com/what-is-the-likelihood-of-cardano-embarking-on-another-bull-run-by-11-january/,https://images.cryptocompare.com/news/default/ambcrypto.png
13427093,https://news.bitcoin.com/?p=502035,1640734248,Ozzy Osbourne Reveals Cryptobatz NFT Project Paying Tribute to His Iconic Bat Bite,"The English singer, songwriter, and former Black Sabbath frontman, Ozzy Osbourne, has revealed he&apos;s launching a non-fungible token (NFT) collection. Osbourne announced the launch on Twitter alongside a Rolling Stone article that showcases the drop of 9,666 NFT bats next year. Heavy Metal&apos;s Prince of Darkness Launches Cryptobatz NFT Collection Following the stampede of celebrities ...",POSITIVE,없음,BLOCKCHAIN | ICO,,0,0,Bitcoin.com,https://news.bitcoin.com/ozzy-osbourne-reveals-cryptobatz-nft-project-paying-tribute-to-his-iconic-bat-bite/,https://images.cryptocompare.com/news/default/bitcoincom.png
13243227,https://nulltx.com/?p=102941,1640733648,Top 5 Crypto Metaverse Coins With the Highest Trading Volume to Market Cap Ratio,"Crypto Metaverse coins are all the hype right now, with many projects seeing massive price gains in the past few months. One way to identify hot cryptocurrencies is by looking at their 24-hour trading volume to total market cap ratio. Let&apos;s look at the top five crypto Metaverse coins with the highest trading volume to ...The post Top 5 Crypto Metaverse Coins With the Highest Trading Volume to Market Cap Ratio appeared first on NullTX.",POSITIVE,없음,MARKET | SUSHI | TRADING,,0,0,NullTx,https://nulltx.com/top-5-crypto-metaverse-coins-with-the-highest-trading-volume-to-market-cap-ratio/,https://images.cryptocompare.com/news/default/nulltx.png
13256236,https://dailyhodl.com/?p=181963,1640732749,"Coin Bureau Bullish on Two Large-Cap Altcoins, Issues Warning on Fantom (FTM) and Near Protocol (NEAR)","The host of popular crypto channel Coin Bureau says he&apos;s bullish on two large-cap altcoins, adding that two others may need to see corrections before further rallies. In a new video, the analyst known as Guy says he&apos;s watching smart contract platform Fantom (FTM). While he&apos;s bullish on the altcoin, its relative strength index (RSI) ...The post Coin Bureau Bullish on Two Large-Cap Altcoins, Issues Warning on Fantom (FTM) and Near Protocol (NEAR) appeared first on The Daily Hodl.",POSITIVE,FTM | NEAR,ALTCOIN | BLOCKCHAIN | FTM | TRADING | NEAR,,0,0,The Daily Hodl,https://dailyhodl.com/2021/12/28/coin-bureau-bullish-on-two-large-cap-altcoins-issues-warning-on-fantom-ftm-and-near-protocol-near/,https://images.cryptocompare.com/news/default/dailyhodl.png
13256237,https://dailyhodl.com/?p=181784,1640732501,"Decentralized Finance Won’t Substitute Traditional Financial System, According to S&P Global Report","Decentralized finance (DeFi) will continue to complement the traditional finance system rather than supplant it in 2022, says a report by financial information and analytics provider S&amp;P Global. According to the firm&apos;s Global Credit Outlook for 2022, the traditional finance sector will need to innovate and invest to remain relevant in the coming twelve months. ...The post Decentralized Finance Won&apos;t Substitute Traditional Financial System, According to S&amp;P Global Report appeared first on The Daily Hodl.",NEUTRAL,없음,BLOCKCHAIN,,0,0,The Daily Hodl,https://dailyhodl.com/2021/12/28/decentralized-finance-wont-substitute-traditional-financial-system-according-to-sp-global-report/,https://images.cryptocompare.com/news/default/dailyhodl.png
13443369,https://bitcoinist.com/?p=167566,1640732456,"80% Of Ethereum Holders Remain In Profit Despite Fall Below $4,000","Ethereum has once again fallen below $4,000 after struggling to maintain its value above this point. After hitting its all-time high in early November, it has been dropping in price. This has not meant that investors have fallen into loss following the fall from its ATH. In reality, a vast majority of ethereum holders have ...",POSITIVE,없음,BUSINESS | ETH | TRADING,,0,0,Bitcoinist,https://bitcoinist.com/80-of-ethereum-holders-remain-in-profit-despite-fall-below-4000/,https://images.cryptocompare.com/news/default/bitcoinist.png
13221541,https://www.newsbtc.com/?p=479947,1640732401,Bullish Signal? Ethereum Market Dominance Sitting Above 20%,"In the last five years, Ethereum has not only taken a significant market share from bitcoin, but it has consistently grown in the same time period. While bitcoin had maintained the majority of the market dominance for the longest time, it has not taken altcoins a long time to come for the majority share. In fact, this year, the market dominance of bitcoin feller 50%. As ethereum&apos;s market dominance has grown, it is important to look at what this might mean for the digital asset and how it may play out in the future. Ethereum has no doubt had an incredible run this year but does growing market dominance indicate a continuous rally? Related Reading | Only In Crypto: A Croissant Explains Web3 And NFTs To Elon Musk Ethereum Dominance On The Rise Ethereum&apos;s market cap had grown as a result of the price surge that the digital asset recorded this year. At almost $500 billion, it remains at only about half of bitcoin&apos;s market cap but has grown to become one of the most valuable assets in the world. Following this, the market dominance of the altcoin has also risen as adoption of the asset had grown rapidly. In the space of a year, the market dominance of the asset has grown 10%, taking most of the share from bitcoin. This has been an indicator of how much the cryptocurrency had grown, as well as some long-term implications. ETH trading at $3,918 | Source: ETHUSD on TradingView.com As ethereum continues to maintain such a larg...",POSITIVE,ETH,ALTCOIN | BTC | ETH | MARKET | TRADING,,0,0,NewsBTC,https://www.newsbtc.com/news/ethereum/bullish-signal-ethereum-market-dominance-sitting-above-20/,https://images.cryptocompare.com/news/default/newsbtc.png
