뉴스ID,뉴스GUID,일자(UTC timestamp),뉴스제목,본문,SENTIMENT,주요코인,카테고리,작성자,추천수,비추천수,출처,뉴스URL,이미지URL
13243191,https://nulltx.com/?p=103101,1641513083,What Is Web3 and How Can I Invest in It?,"With all the Metaverse hype surrounding crypto, many wonder what Web3 is and whether it might be the next major trend. This article will demystify the meaning of Web3 technology and the various cryptocurrencies associated with it. Who Coined the Term Web3? Ethereum co-founder Gavin Wood coined the term Web3 in 2014 when he envisioned ...The post What Is Web3 and How Can I Invest in It? appeared first on NullTX.",NEUTRAL,없음,ETH | SPONSORED | TECHNOLOGY,,0,0,NullTx,https://nulltx.com/what-is-web3-and-how-can-i-invest-in-it/,https://images.cryptocompare.com/news/default/nulltx.png
13402701,https://cryptopotato.com/?p=161956,1641512708,Mozilla Co-Founder Calls Crypto Donors Planet-Incinerating Ponzi Grifters,Mozilla co-founder - Jamie Zawinski - isn&apos;t really happy with the web browser firm&apos;s move to accept cryptocurrency donations.,NEGATIVE,없음,DOGE,,0,0,Crypto Potato,https://cryptopotato.com/mozilla-co-founder-calls-crypto-donors-planet-incinerating-ponzi-grifters/,https://images.cryptocompare.com/news/default/cryptopotato.png
13426989,https://news.bitcoin.com/?p=503369&preview=true&preview_id=503369,1641511828,"AMC Theatres on Track to Accept Dogecoin and Shiba Inu Payments in Q1, CEO Confirms","The CEO of the world&apos;s largest movie exhibition company, AMC Entertainment, says his company is on track to accept meme cryptocurrencies dogecoin (DOGE) and shiba inu (SHIB) in the first quarter of this year. Dogecoin and Shiba Inu Coming to AMC Theatres Soon The CEO of AMC Theatres, Adam Aaron, has provided an update on ...",POSITIVE,DOGE | SHIB,DOGE | SHIB | SPONSORED,,0,0,Bitcoin.com,https://news.bitcoin.com/amc-theatres-accept-dogecoin-shiba-inu-payments-q1-ceo-confirms/,https://images.cryptocompare.com/news/default/bitcoincom.png
13267821,https://ambcrypto.com/?p=211360,1641511824,Investment officer explains what Bitcoin investors need to know about psychology,"The first week of 2022 ended on a rather gloomy note as Bitcoin crashed below $43,000. Even at press time, there was no cheery message from the President of El Salvador urging people to buy the dip. Understandably, even smaller Bitcoin investors might be feeling blue right now, as the king coin rolls deeper into ...",NEGATIVE,없음,BTC | BUSINESS | REGULATION,,0,0,AMB Crypto,https://ambcrypto.com/investment-officer-explains-what-bitcoin-investors-need-to-know-about-psychology/,https://images.cryptocompare.com/news/default/ambcrypto.png
42375561,0r6Zag11PPDEMKgUWw8wu1,1641511805,First Mover Asia: Bitcoin Stabilizes Near $43K as Layer 1 Tokens Attract Attention,"Good morning. Here’s what’s happening:  Market moves: Bitcoin stabilized near $43,000 after Wednesday’s sell-off, while traders’ attention turned to layer 1 tokens.  Technician’s take: Oversold signals remain intact for bitcoin, although upside is limited.  Catch the latest episodes ofCoinDesk TVfor insightful interviews with crypto industry leaders and analysis.  Prices  Bitcoin (BTC): $43,073 -1.09%  Ether (ETH): $3,407 -4.097%  Markets  S&P 500: 4,696-0.096%  DJIA: 36,236 -0.47%  Nasdaq: 15,080 -0.13%  Gold: $1,790 -1.09%  Market moves  Bitcoin stabilized at around $43,000 after it fell to nearly $42,000, while a few layer 1 tokens such as Harmony (ONE), Fantom (FTM), Cosmos (ATOM) and NEAR (NEAR) quickly turned to green despite Wednesday’s broader market sell-off.  At the time of writing, bitcoin, the oldest cryptocurrency, was trading at $43,073, down by 1.09% in the past 24 hours, according to CoinDesk Data.  Data from TradingView and Binance shows that most of the dumping events took place on Wednesday during U.S. trading hours. Notably, the price of the No. 1 cryptocurrency took only a small hit during Asian trading hours on Thursday.  Hong Kong-based crypto lender Babel wrote in its newsletter dated Wednesday that bitcoin failed to follow U.S. stocks’ “Santa Rally” in the last week of 2021, potentially because of China’s crypto trading ban. Dec. 31 was the deadline for many Chinese crypto exchanges to stop offering crypto trading services to users from mainland China.  The mild sell-off during trading hours in Asia, a trading session known as bearish for crypto prices in 2021, could indicate that the China-related crypto selling pressure may have ended.  Meanwhile, crypto Twitter shows that many traders have turned their attention to alternative cryptocurrencies (altcoins) trading, with a few layer 1 tokens having logged gains despite a broader crypto sell-off.  According to Messari’s asset screener, ONE, ATOM, FTM and NEAR – all tokens associated with smart-contract platforms – are among some of the biggest winners on Thursday. Prices of Harmony’s ONE token, for example, were up by 10.7% at the time of writing.  Crypto traders continued to bet on the success of layer 1 tokens, as SOL, LUNA and AVAX last year logged impressive price returns. Layer 1 blockchains have been one of the biggest narratives in the crypto industry, especially during the past few years. Their success came as Ethereum, the No. 1 blockchain by the total value of tokens locked in the smart contract, became too congested, leading to an increase in its transactions fees.  Technician’s take  Bitcoin Stabilizes After Sell-Off, Resistance Near $45K-$50K  Bitcoin dipped below initial support at $45,000 on Wednesday, but later stabilized at around $42,000, which is near the Dec. 5 crash low. Oversold signals remain intact, which suggests selling pressure could subside.  Given the series of lower price highs since November, support ranges and oversold readings are viewed as countertrends. That lowers the probability of significant buying strength until the downtrend is reversed.  There is strong resistance ahead, which could limit upside moves over the short term. For example, price momentum turned negative on the monthly chart, indicating a possible trend shift from bullish to bearish.  Further, bitcoin remains stuck below key moving averages and is roughly 35% below its all-time high of around $69,000.  The cryptocurrency is down about 8% over the past week as buyers failed to sustain a break above $50,000.  Important events  2 p.m. HKT/SINGT (6 a.m. UTC): Germany Trade Balance (November, month-over-month)  2 p.m. HKT/SINGT (6 a.m. UTC): Germany Industrial Production (November, year-over-year)  3 p.m. HKT/SINGT (7 a.m. UTC): U.K. Halifax House Prices (December, month-over- month)  CoinDesk TV  In case you missed it, here are the most recent episodes of “First Mover” on CoinDesk TV:  Crypto Markets Tumble, CoinDesk’s Annual Digital Assets Review, Australian Open in the Metaverse  “First Mover” dove into the crypto markets with CoinDesk research analyst George Kaloudis for your first look at the latest CoinDesk Annual Review, which is jam-packed with data and analysis on crypto performance and trends. The hosts and Kaloudis discuss the implications for 2022. Also, the Australian Open announced its metaverse project on the heels of news that tennis superstar Novak Djokovic’s visa has been denied. Guests were Ridley Plummer, metaverse and NFT project manager of the Australian Open, and Adam De Cata of Run It Wild, a metaverse design firm that’s working the project.  Latest headlines  Arab Bank Switzerland Is Quietly Getting Into DeFi The Swiss sister entity to Jordan-based Arab Bank is offering clients access to AAVE, COMP, UNI and more.  Polygon Under Accidental Attack From Swarm of Sunflower Farmers A popular new blockchain game is congesting Polygon, sending gas prices soaring.  A16z Leads Additional $25M Round for DeFi Credit Protocol Goldfinch Other investors in the round included noted hedge fund manager Bill Ackman, crypto investment firm BlockTower and investment management firm Kingsway Capital.  NYDFS Hires New Deputy Superintendent of Virtual Currency Peter Marton will join the regulator’s research and innovation group, with a special focus on digital currencies and blockchain.  Longer reads  Facebook, Walmart and How Companies Shouldn’t Set Up in the Metaverse Facebook’s “pivot to video” destroyed businesses that went along. The metaverse could be a repeat act.  What Is Web 3? Here’s How Future Polkadot Founder Gavin Wood Explained It in 2014 A classic blog post envisioning a “post-Snowden web” takes on new relevance today.  Today’s crypto explainer: How Does Ethereum Staking Work?  Said and heard  “Feels like 2022 is for prioritizing people who align with whatever energy you want to see in yourself.” (Wall Street Journal technology columnist Christopher Mims on Twitter)",NEUTRAL,BTC,ASIA | BLOCKCHAIN | BTC | MARKET | TRADING,"Muyao Shen, Damanick Dantes",0,0,CoinDesk,https://coindesk.com/markets/2022/01/06/first-mover-asia-bitcoin-stabilizes-near-43k-as-layer-1-tokens-attract-attention,https://cdn.sanity.io/images/s3y3vcno/production/869605e680651e77b0ffec45828c595f00024c30-2121x1414.jpg?w=300&h=300&fit=crop
13412120,https://blockworks.co/?p=13611,1641511130,BTC and ETH Trade Sideways After Yesterday’s Sell-off: Markets Wrap,illicit activity makes up .15% of crypto transaction volume The post BTC and ETH Trade Sideways After Yesterday&apos;s Sell-off: Markets Wrap appeared first on Blockworks.,NEUTRAL,BTC | ETH,BTC | ETH | MARKET,,0,0,Blockworks,https://blockworks.co/btc-and-eth-trade-sideways-after-yesterdays-sell-off-markets-wrap/,https://images.cryptocompare.com/news/default/blockworks.png
13388976,https://decrypt.co/?p=89913,1641510855,This NFT Farming Game Is Clogging Up Ethereum Scaling Solution Polygon,"Polygon is built for crypto games, but Sunflower Farmers&apos; sudden surge in players is spiking gas fees and slowing transactions.",NEGATIVE,없음,BLOCKCHAIN | ETH | MATIC,,0,0,Decrypt,https://decrypt.co/89913/nft-farming-game-clogging-up-ethereum-scaling-solution-polygon,https://images.cryptocompare.com/news/default/decrypt.png
13256124,https://dailyhodl.com/?p=183153,1641510353,"Chainlink (LINK) Approaching Decision Time, According to Crypto Analyst Benjamin Cowen – Here’s Why","Chainlink (LINK) is starting to regain important levels it needs to recover after a rough 2021, according to crypto analyst Benjamin Cowen. Cowen tells his 680,000 YouTube subscribers that traders should pay attention to whether LINK is above or below its &apos;bull market support band,&apos; a technical indicator that&apos;s a combination of the 20-week simple ...The post Chainlink (LINK) Approaching Decision Time, According to Crypto Analyst Benjamin Cowen - Here&apos;s Why appeared first on The Daily Hodl.",POSITIVE,LINK,ALTCOIN | ETH | LINK | MARKET | TRADING,,0,0,The Daily Hodl,https://dailyhodl.com/2022/01/06/chainlink-link-approaching-decision-time-according-to-crypto-analyst-benjamin-cowen-heres-why/,https://images.cryptocompare.com/news/default/dailyhodl.png
42375554,0r6Zag11PPDEMKgUWw8wmT,1641510249,SEC Charges Founder of Crypto Startup Crowd Machine With Fraud,"The U.S. Securities and Exchange Commission (SEC) has charged Craig Sproule of Australia – along with two crypto companies he founded, Crowd Machine Inc. and Metavine Inc. – with defrauding investors.  The SEC said in a statement Thursday that Sproule and Crowd Machine used over $5.8 million in proceeds from an initial coin offering offered between January and April 2018 to invest in gold mining entities in South Africa, which wasn’t disclosed to investors.  The SEC says Sproule initially told investors that proceeds would be used to develop a new technology that would enable Metavine’s existing application-development software to run on a decentralized network of users’ own computers. Sproule claimed to have raised $40.7 million through his companies in the ICO, according to the SEC.  The SEC also alleged that Crowd Machine and Sproule didn’t properly register their offerings and sales of Crowd Machine Compute Tokens (CMCT), and sold the tokens to groups of investors without determining whether the tokens were accredited.  The complaint filed in the U.S. District Court for the Northern District of California ordered Sproule to pay a $195,047 civil penalty. Without admitting or denying the allegations, Sproule and Crowd Machine have consented to judgments permanently banning them from participating in future securities offerings. They also agreed to seek the removal of CMCT tokens from crypto trading platforms.  Disgorgement, prejudgment interest and civil penalties for Crowd Machine will be determined by the court at a later date, as will disgorgement and prejudgment interest for Metavine.  “As alleged, Sproule and Crowd Machine misled investors about how they were using ICO proceeds, spending funds on an entirely unrelated scheme,” Kristina Littman, chief of the SEC Enforcement Division’s Cyber Unit, said in the statement.  “We will continue to hold accountable issuers of digital asset securities who fail to provide fulsome and truthful disclosure to the public,” she added.",NEGATIVE,없음,BUSINESS | EXCHANGE | REGULATION | TECHNOLOGY | TOKEN SALE,Michael Bellusci,0,0,CoinDesk,https://coindesk.com/business/2022/01/06/sec-charges-founder-of-crypto-startup-crowd-machine-with-fraud,https://cdn.sanity.io/images/s3y3vcno/production/2670093abd806a5401e22517f008c5439040fbc5-720x406.jpg?w=300&h=300&fit=crop
13256125,https://dailyhodl.com/?p=183288,1641510067,Shark Tank Star Kevin O’Leary Says This Nascent Sector of the Crypto Market Could Outshine Bitcoin,"Billionaire and Shark Tank star Kevin O&apos;Leary says an emerging region of the crypto industry has the potential to surpass Bitcoin (BTC). In a new interview with CNBC, the business magnate says that he believes non-fungible tokens (NFTs) could eventually outshine BTC due to their real-world use cases. &apos;You&apos;re going to see a lot of ...The post Shark Tank Star Kevin O&apos;Leary Says This Nascent Sector of the Crypto Market Could Outshine Bitcoin appeared first on The Daily Hodl.",POSITIVE,BTC,BTC | BUSINESS | MARKET,,0,0,The Daily Hodl,https://dailyhodl.com/2022/01/06/shark-tank-star-kevin-oleary-says-this-nascent-sector-of-the-crypto-market-could-outshine-bitcoin/,https://images.cryptocompare.com/news/default/dailyhodl.png
